date,realized,fhs_var,fhs_exc,hs_var,hs_exc,normal_var,normal_exc
2017-10-18,0.07420595113295467,0.8525214373062081,0,2.1835772698162375,0,1.7534679198524132,0
2017-10-19,0.03279441150104855,0.8298913523984051,0,2.1835772698162375,0,1.7535211150458514,0
2017-10-20,0.5103796185030386,0.8068472577665443,0,2.1835772698162375,0,1.7535971745541539,0
2017-10-23,-0.39803953129971953,0.7913615524585008,0,2.1835772698162375,0,1.752657185414965,0
2017-10-24,0.16166008745580412,0.7142261588859791,0,2.1835772698162375,0,1.7518299565259747,0
2017-10-25,-0.46739556872599847,0.9913744382969861,0,2.1835772698162375,0,1.7527093928901516,0
2017-10-26,0.12701392506023992,0.9425186244465854,0,2.1835772698162375,0,1.7527735708571797,0
2017-10-27,0.8040609979727099,1.2330266109535548,0,2.1835772698162375,0,1.7531921456687833,0
2017-10-30,-0.31975773767407195,1.1712199973269752,0,2.1835772698162375,0,1.7532745429055774,0
2017-10-31,0.09440129366793155,1.0188522145528678,0,2.1835772698162375,0,1.7492112444584274,0
2017-11-01,0.15908441079038696,1.200161022567464,0,2.1835772698162375,0,1.7485146952534967,0
2017-11-02,0.01899477696667152,1.145677023067184,0,2.1835772698162375,0,1.7484956464788401,0
2017-11-03,0.3092289326314394,1.084731977402659,0,2.1835772698162375,0,1.7480070027860712,0
2017-11-06,0.12704438847764302,1.0554291249668069,0,2.1835772698162375,0,1.747897882266637,0
2017-11-07,-0.018912080508191733,0.9808589285068564,0,2.1835772698162375,0,1.7478823524847942,0
2017-11-08,0.14426139320604148,0.9396570971729442,0,2.1835772698162375,0,1.7479644677714796,0
2017-11-09,-0.37689813393701366,0.9405259379436374,0,2.1835772698162375,0,1.747365854285755,0
2017-11-10,-0.08980469760537102,0.8992317637590995,0,2.1835772698162375,0,1.746945947696383,0
2017-11-13,0.0983150911293032,1.129243631829891,0,2.1835772698162375,0,1.7469743153345383,0
2017-11-14,-0.23122805602819227,1.1483949865737628,0,2.1835772698162375,0,1.7469911298386969,0
2017-11-15,-0.5540998742123611,1.0931315209253527,0,2.1835772698162375,0,1.7470738625071258,0
2017-11-16,0.8162652782972404,1.1984834180007276,0,2.1835772698162375,0,1.7472470456642144,0
2017-11-17,-0.2629416978897395,1.4987033746737302,0,2.1835772698162375,0,1.7483435482039555,0
2017-11-20,0.12748698887901105,1.3178277924337833,0,2.1835772698162375,0,1.7486322743759073,0
2017-11-21,0.6519838879752696,1.4207155985458457,0,2.1835772698162375,0,1.7489321746892288,0
2017-11-22,-0.07505427033295442,1.3423762774790577,0,2.1835772698162375,0,1.7484010751999428,0
2017-11-24,0.20539842782319662,1.1955958744134147,0,2.1835772698162375,0,1.747811526723083,0
2017-11-27,-0.038433158680325395,1.2034857538981651,0,2.1835772698162375,0,1.7477326512764146,0
2017-11-28,0.9800332196793644,1.1320525745333536,0,2.1835772698162375,0,1.7467966615270836,0
2017-11-29,-0.03692938827907781,1.1273281747525612,0,2.1835772698162375,0,1.7461886489552312,0
2017-11-30,0.8157586662811174,0.9554618089024821,0,2.1835772698162375,0,1.746709269494598,0
2017-12-01,-0.20265829358053325,0.9631995111878877,0,2.1835772698162375,0,1.7462437528899242,0
2017-12-04,-0.10527105492864533,0.8588456963340595,0,2.1835772698162375,0,1.7431039602294,0
2017-12-05,-0.3746390525955308,0.9863928390045403,0,2.1835772698162375,0,1.7427533003684015,0
2017-12-06,-0.011411217053034996,1.0210206369101915,0,2.1835772698162375,0,1.7428765929011396,0
2017-12-07,0.29280670101093853,1.204809579713168,0,2.1835772698162375,0,1.7436109169687228,0
2017-12-08,0.5491202035518141,1.1818087490088225,0,2.1835772698162375,0,1.7431300516898927,0
2017-12-11,0.3196842121695832,1.0979899991705968,0,2.1835772698162375,0,1.7406290003721954,0
2017-12-12,0.1547723722089516,0.9873093228114111,0,2.1835772698162375,0,1.7404059121128876,0
2017-12-13,-0.0473068970150185,0.9174708096510968,0,2.1835772698162375,0,1.7403893453391557,0
2017-12-14,-0.4079167730762682,0.8767691596871816,0,2.1835772698162375,0,1.7404162597026163,0
2017-12-15,0.8934313410142761,0.8958552190438703,0,2.1835772698162375,0,1.7406676565007628,0
2017-12-18,0.5348478579597589,1.1384097942145581,0,2.1835772698162375,0,1.7415600923949668,0
2017-12-19,-0.3235498043118501,0.974217730494448,0,2.1835772698162375,0,1.741742693130548,0
2017-12-20,-0.08282360735725663,0.8741570709936536,0,2.1835772698162375,0,1.7415615426892408,0
2017-12-21,0.19836870126583983,1.0576970798944287,0,2.1835772698162375,0,1.742284103043055,0
2017-12-22,-0.04582716381137555,1.1054954281700708,0,2.1835772698162375,0,1.74018824510688,0
2017-12-26,-0.10589757000585695,1.0298092992330006,0,2.1835772698162375,0,1.739987913530877,0
2017-12-27,0.07906283102422612,1.0315931356712171,0,2.1835772698162375,0,1.7396650737575843,0
2017-12-28,0.18323190029195555,1.0583184073863623,0,2.1835772698162375,0,1.7399169541048305,0
2017-12-29,-0.5196632292748299,1.016409770095583,0,2.1835772698162375,0,1.7398139575004918,0
2018-01-02,0.8269078218398127,0.9625313884335638,0,2.1835772698162375,0,1.73969771278526,0
2018-01-03,0.6378433243936035,1.2690019735968996,0,2.1835772698162375,0,1.7408642915998072,0
2018-01-04,0.4020542855326989,1.1365887644270378,0,2.1835772698162375,0,1.7371285965784788,0
2018-01-05,0.7009145888585349,0.9876023167486394,0,2.1835772698162375,0,1.7364737189057695,0
2018-01-08,0.1660963767296979,0.9073839491398151,0,2.1835772698162375,0,1.7364418851278984,0
